Student_ID,Age,Gender,Grade,Section,Average_Score,Math_Score,Science_Score,Language_Score,Exam_Attendance,Assignments_Completed,Failed_Subjects,Attendance_Percentage,Days_Absent,Late_Coming,Participation_in_Activities,Disciplinary_Actions,Homework_Completion,Class_Engagement,Parent_Education_Level,Family_Income,Siblings_in_School,Parental_Involvement,Dropout_Risk
1238,17,Female,8,D,31.3,93.89,57.0,96.11,1,8,3,63.27,42,1,8,4,59.59,High,Post-Graduate,8861,2,Low,High
1239,10,Female,6,B,37.95,97.11,58.28,83.74,1,1,3,55.26,24,14,9,4,75.31,High,High School,6296,2,Medium,High
1240,12,Female,10,C,70.71,48.1,70.2,34.38,1,0,3,70.56,18,2,3,1,81.15,High,Graduate,5384,3,Low,High
1241,14,Other,10,B,85.56,88.47,24.45,43.87,1,9,0,89.68,43,18,3,0,72.55,Low,Graduate,6730,1,Medium,Low
1242,13,Male,8,C,83.42,67.36,30.18,20.34,1,2,0,55.39,39,1,2,1,90.32,Medium,High School,4162,1,Medium,High
1243,16,Female,8,C,81.8,75.38,59.87,66.56,1,17,1,54.96,19,11,6,2,79.21,Medium,Graduate,2869,0,Medium,High
1244,16,Female,9,B,83.99,88.09,97.34,62.11,1,11,1,62.24,28,19,8,3,98.9,Low,Graduate,8914,3,High,High
1245,16,Female,11,D,33.11,30.41,87.49,33.11,1,14,0,84.63,4,12,2,1,58.5,Medium,Graduate,4224,2,Medium,High
1246,17,Female,10,D,92.66,95.79,91.15,47.15,1,13,0,68.72,29,0,9,1,65.61,High,High School,4944,2,High,High
1247,15,Male,10,B,92.25,63.79,30.97,95.14,1,9,1,86.84,27,16,7,0,53.53,High,Graduate,8969,2,Low,Low
1248,15,Female,9,C,67.23,46.88,96.69,71.92,1,5,3,70.24,38,7,7,4,74.96,High,Post-Graduate,6033,0,Low,High
1249,11,Female,10,C,47.4,47.1,78.4,89.04,1,19,0,53.95,48,8,7,0,52.5,Medium,Graduate,3610,2,Medium,High
1250,13,Male,6,C,71.45,80.08,46.05,87.06,1,19,2,99.93,44,1,0,0,82.56,High,High School,4149,0,Medium,High
1251,16,Female,8,C,69.05,74.29,89.16,93.65,1,11,1,84.05,39,11,4,0,62.48,High,Post-Graduate,8089,1,Medium,Low
1252,15,Male,8,B,45.61,78.36,79.78,23.32,1,8,0,81.56,27,17,9,0,87.76,High,Graduate,6794,2,Medium,High
1253,17,Male,11,A,72.22,40.24,78.92,41.0,1,3,3,74.68,25,17,9,0,51.99,High,Graduate,9253,3,Low,High
1254,11,Male,8,D,85.81,33.62,78.77,53.25,1,3,3,54.16,0,18,2,1,66.84,High,High School,9974,3,High,High
1255,14,Male,7,D,86.43,77.75,84.07,71.21,1,1,1,99.26,10,4,8,3,96.55,High,High School,8055,2,Low,Low
1256,11,Female,6,A,34.18,43.88,95.88,68.65,1,6,0,73.29,0,13,6,0,53.44,Medium,Graduate,5624,2,Medium,High
1257,15,Female,6,C,43.8,37.79,30.95,39.69,1,10,0,52.07,44,19,3,0,93.77,High,High School,4621,3,High,High
1258,12,Female,9,A,76.78,37.17,99.96,35.42,1,15,1,67.16,13,15,0,0,66.53,Medium,High School,4717,0,Medium,High
1259,17,Female,7,A,90.19,31.87,89.79,54.99,1,9,0,51.65,20,5,5,4,51.9,Medium,High School,4184,1,Low,High
1260,12,Male,10,A,66.49,54.15,55.33,40.05,1,14,2,75.34,0,10,0,4,95.02,Low,Graduate,2211,2,High,High
1261,16,Male,11,D,79.53,40.88,32.6,97.21,1,1,3,87.7,13,2,3,1,71.45,High,High School,7750,2,High,High
1262,12,Female,6,D,31.48,91.51,56.3,97.24,0,11,3,97.86,9,4,3,2,71.72,Low,Graduate,6291,3,High,High
1263,16,Male,7,A,72.59,75.13,82.29,29.07,1,14,3,92.17,25,16,7,1,84.44,Medium,Graduate,6774,2,High,High
1264,16,Other,7,A,97.33,79.51,68.2,76.41,1,10,2,63.56,34,17,8,0,73.43,Low,High School,5582,1,Medium,High
1265,15,Female,6,A,76.27,52.29,42.36,38.26,1,9,3,67.35,19,9,6,4,88.85,Medium,Graduate,9754,2,High,High
1266,12,Female,9,C,94.56,68.02,52.54,77.39,1,2,2,75.99,2,15,2,4,78.37,High,High School,7834,1,High,High
1267,16,Other,7,C,69.62,60.06,96.34,81.37,1,7,0,84.25,24,12,0,2,65.9,High,Graduate,9403,2,Medium,Low
1268,13,Male,8,C,89.04,33.4,84.31,23.85,1,19,2,86.82,49,13,8,2,81.94,High,High School,8807,2,Medium,High
1269,14,Male,7,D,38.69,23.83,29.93,75.63,1,19,3,92.48,23,8,9,2,54.38,Medium,Graduate,3415,0,Medium,High
1270,11,Female,10,B,38.65,74.68,63.63,91.74,1,4,3,61.23,5,4,1,0,74.61,High,High School,7293,1,Medium,High
1271,11,Male,6,A,38.41,29.69,94.48,37.3,0,10,3,55.59,1,2,6,4,67.04,High,Illiterate,3908,2,Medium,High
1272,15,Other,10,A,64.22,24.59,22.74,29.25,1,11,3,58.88,29,14,6,3,70.12,High,Graduate,5805,0,Medium,High
1273,12,Male,9,B,53.12,55.35,23.4,65.35,1,19,2,97.17,3,8,7,3,83.72,Low,High School,2291,3,Low,High
1274,12,Female,11,A,80.34,79.04,77.34,61.4,1,10,2,56.62,33,8,1,2,58.1,Low,Illiterate,3881,3,High,High
1275,16,Female,8,C,93.18,81.51,66.04,90.86,1,5,1,65.95,19,7,1,0,51.72,Medium,Graduate,4948,3,Medium,High
1276,17,Female,6,C,73.36,89.88,23.68,56.09,1,7,1,59.79,34,2,2,4,93.76,Medium,Graduate,7342,1,High,High
1277,10,Male,7,B,44.92,35.94,99.68,53.08,1,12,2,55.54,49,5,4,4,92.62,Medium,High School,4177,2,Low,High
1278,16,Male,8,C,95.16,98.85,66.41,77.12,1,14,0,76.34,49,12,9,4,95.95,Medium,Graduate,8044,2,Low,Low
1279,14,Female,7,B,66.95,81.06,59.35,26.19,1,1,3,68.97,17,8,5,2,85.47,Medium,Graduate,2337,0,Low,High
1280,13,Male,9,C,80.4,32.58,55.82,24.56,1,5,2,86.33,36,15,2,3,94.2,Medium,High School,8089,0,High,High
1281,11,Female,11,A,92.34,87.26,76.05,60.39,1,19,1,69.63,4,12,2,3,66.15,Medium,Graduate,5853,0,Low,High
1282,16,Female,6,D,99.29,59.92,56.67,27.12,1,1,0,77.78,14,17,5,0,57.49,Low,Graduate,9979,1,High,Low
1283,10,Female,9,C,65.42,25.32,72.73,95.13,1,14,2,91.03,39,8,0,1,84.74,Low,Graduate,2331,0,Low,High
1284,10,Female,9,B,86.56,30.56,59.07,72.34,1,0,3,76.37,33,7,1,0,67.62,Low,Post-Graduate,8458,3,Low,High
1285,16,Male,11,D,69.68,54.71,68.86,80.29,1,10,3,71.87,39,18,2,3,63.66,High,High School,5874,3,Medium,High
1286,15,Female,9,A,64.05,62.44,84.41,38.31,1,7,3,56.61,37,17,6,3,79.61,Medium,Illiterate,7690,1,High,High
1287,11,Female,9,D,67.64,95.8,85.37,59.52,0,8,3,77.97,18,15,0,4,57.24,High,Graduate,6218,2,High,High
1288,15,Male,7,B,63.9,37.26,87.92,30.71,1,14,2,54.96,42,10,6,1,79.64,Medium,High School,5390,2,Low,High
1289,13,Other,10,A,59.47,57.93,36.24,36.25,0,4,0,55.24,20,10,2,4,93.68,High,High School,3440,2,Low,High
1290,10,Female,7,A,80.66,38.07,24.89,65.46,1,8,1,72.56,3,18,5,1,84.42,High,High School,4899,0,Medium,High
1291,10,Male,11,C,47.48,64.67,86.89,42.39,1,3,1,75.97,20,6,1,2,75.51,Low,High School,9643,1,Medium,High
1292,14,Male,8,D,73.15,92.75,23.38,93.37,1,9,2,87.33,30,6,1,4,74.33,Medium,Illiterate,7678,0,Medium,High
1293,13,Other,11,C,79.91,65.42,37.08,99.62,1,3,3,72.83,25,7,7,0,65.92,High,Graduate,8280,0,High,High
1294,10,Male,11,A,92.45,60.81,62.1,20.31,0,4,1,81.07,9,7,1,0,87.96,High,Graduate,9961,0,Medium,Low
1295,13,Female,11,C,53.23,80.01,88.43,80.73,1,18,2,95.99,7,4,0,2,96.75,High,High School,9294,1,Medium,High
1296,11,Female,11,C,90.24,31.81,91.74,29.23,1,12,2,97.0,17,14,3,1,73.72,High,Illiterate,2905,3,Medium,High
1297,12,Male,9,B,96.17,92.45,70.24,65.97,0,10,2,63.2,17,14,3,1,94.16,High,Post-Graduate,3391,2,Medium,High
1298,10,Male,11,C,75.41,66.21,97.34,38.28,0,11,2,72.81,12,7,5,4,51.12,Low,Graduate,3963,0,High,High
1299,14,Female,8,A,84.0,74.9,78.4,97.19,1,13,3,76.56,1,8,5,0,59.48,High,Illiterate,6340,1,Medium,High
1300,11,Male,11,C,58.4,85.52,62.22,90.06,1,12,0,72.35,9,4,9,2,52.6,Medium,Graduate,5385,0,High,High
1301,16,Female,7,A,96.65,70.8,30.75,67.63,1,3,2,98.17,48,19,9,3,76.74,Medium,Post-Graduate,6004,3,Medium,High
1302,13,Male,9,A,76.96,71.3,54.3,34.08,1,12,0,64.52,48,19,7,2,66.5,Medium,Graduate,9246,1,High,High
1303,16,Female,7,B,51.71,78.37,85.79,82.61,1,4,3,75.96,44,13,0,4,92.12,Medium,High School,9979,3,Medium,High
1304,15,Female,9,A,58.3,24.18,42.69,61.62,1,8,2,56.29,39,0,4,1,84.11,Low,Graduate,6777,0,High,High
1305,11,Male,7,A,73.24,50.58,66.26,68.93,1,0,3,81.49,13,13,7,0,80.96,High,High School,3260,2,High,High
1306,16,Male,6,B,46.39,97.03,98.67,77.44,1,11,0,66.41,2,12,7,4,56.27,Low,High School,5475,1,Medium,High
1307,17,Male,10,A,82.77,40.63,33.95,53.31,1,16,0,90.28,43,17,5,0,63.9,Medium,Post-Graduate,5078,1,Medium,Low
1308,17,Male,10,B,45.73,63.38,28.12,20.62,1,0,2,56.52,0,14,5,0,86.27,High,Graduate,3646,1,Low,High
1309,10,Female,9,D,71.43,34.03,83.65,49.13,1,18,3,93.99,14,10,3,1,60.09,Medium,Graduate,4391,0,High,High
1310,13,Female,6,D,78.79,45.86,21.99,53.09,1,4,0,71.5,44,11,0,3,84.97,High,Graduate,7972,0,High,High
1311,12,Male,8,D,90.18,77.37,71.46,49.35,1,11,0,70.37,33,5,5,1,95.03,Medium,High School,4059,0,Low,High
1312,11,Female,6,A,81.37,71.45,46.86,86.48,1,11,3,88.17,35,16,8,1,93.5,High,Graduate,6747,2,High,High
1313,10,Female,9,C,85.92,53.15,77.91,46.59,1,10,1,65.11,38,6,7,4,51.52,High,Illiterate,4150,1,Medium,High
1314,14,Male,6,B,93.91,95.05,29.62,53.31,1,15,3,92.87,9,1,0,1,94.04,Medium,High School,7533,0,High,High
1315,15,Male,8,D,71.84,82.0,46.4,24.93,1,16,2,63.87,12,19,6,0,64.57,Medium,High School,5594,2,Medium,High
1316,13,Other,9,B,89.24,41.43,21.36,77.35,1,2,1,86.58,30,12,8,2,71.76,Medium,High School,4870,0,Medium,Low
1317,11,Female,10,D,46.23,57.24,38.81,37.23,1,10,2,52.79,24,11,6,1,76.53,Medium,Graduate,9106,1,Medium,High
1318,17,Female,11,D,87.03,90.24,58.66,38.8,1,16,0,85.05,20,16,0,3,70.53,Low,Post-Graduate,8117,1,High,Low
1319,11,Female,6,A,45.52,21.8,34.21,66.95,1,0,2,63.13,45,0,9,0,81.45,High,Graduate,8531,3,High,High
1320,12,Male,10,B,95.42,66.52,67.97,98.68,1,14,3,86.35,7,7,2,0,91.74,Medium,High School,8891,0,High,High
1321,17,Female,10,A,53.1,38.56,29.45,52.81,1,8,0,91.34,7,12,1,2,84.8,Low,High School,9646,2,Medium,Low
1322,12,Female,7,B,42.03,25.11,79.62,46.17,1,17,2,58.52,17,0,7,1,61.94,High,Post-Graduate,5331,3,Low,High
1323,14,Female,8,B,40.37,93.03,93.73,22.9,1,0,3,58.35,47,4,7,0,95.94,High,Graduate,6054,1,High,High
1324,15,Male,11,C,43.11,85.3,50.87,82.99,1,5,3,87.25,16,13,9,3,84.73,Medium,High School,6584,2,Medium,High
1325,14,Male,6,D,61.33,34.82,62.26,40.9,1,1,3,58.5,38,19,6,0,56.82,Medium,High School,2635,1,High,High
1326,10,Male,10,A,66.55,86.96,59.08,81.51,1,4,1,50.98,9,10,1,4,86.49,Medium,Graduate,5304,0,High,High
1327,10,Other,10,C,93.97,31.71,82.83,42.58,1,2,1,53.08,11,2,2,2,51.7,Low,Graduate,5317,1,Medium,High
1328,14,Male,8,B,56.67,58.09,99.54,22.39,0,4,2,51.3,4,14,8,0,81.24,High,High School,7873,3,Medium,High
1329,15,Female,11,D,45.22,78.06,78.85,59.86,1,7,3,95.37,19,6,0,2,96.23,High,Post-Graduate,2877,1,Medium,High
1330,14,Male,11,A,82.07,62.7,37.16,92.48,1,5,2,93.26,41,15,2,4,78.74,Medium,Graduate,2484,1,Medium,High
1331,15,Male,10,C,39.43,88.06,75.69,36.85,1,10,0,77.77,31,7,4,0,65.34,High,Post-Graduate,3971,2,Low,High
1332,15,Female,10,B,92.46,69.35,69.26,32.31,1,10,1,75.62,36,10,8,3,99.41,High,Post-Graduate,5630,1,Low,Low
1333,16,Female,10,C,58.66,54.56,36.81,34.78,1,10,1,62.19,33,16,1,0,90.43,Medium,High School,6282,1,Medium,High
1334,17,Female,10,B,72.97,94.01,39.28,75.22,1,7,3,74.97,36,17,8,0,62.39,Medium,Post-Graduate,6129,1,Medium,High
1335,13,Male,7,B,43.03,22.9,72.22,49.39,1,5,3,96.56,26,19,1,3,53.61,Medium,High School,6810,2,Medium,High
1336,15,Female,7,D,40.19,59.07,84.63,40.48,1,15,3,78.51,6,14,3,1,98.3,Medium,High School,5756,1,Medium,High
1337,12,Male,11,A,85.92,72.86,80.99,47.02,1,19,0,52.84,15,6,5,4,51.76,High,High School,6509,1,Medium,High
1338,15,Male,9,D,60.08,86.88,68.51,44.73,1,19,3,51.85,14,14,3,1,83.82,High,Illiterate,4681,2,High,High
1339,15,Female,6,A,99.07,63.29,95.0,63.5,1,2,1,93.57,0,9,7,3,99.16,High,Illiterate,2218,1,Low,Low
1340,15,Male,8,A,66.7,90.84,78.48,30.67,1,7,0,60.85,17,4,1,4,62.24,High,Illiterate,6457,3,Medium,High
1341,16,Male,9,B,89.2,54.1,63.35,60.7,0,12,1,50.24,18,16,1,2,96.3,Low,High School,6439,3,Medium,High
1342,17,Female,7,C,98.6,45.37,85.3,44.94,1,9,0,87.19,24,5,2,0,71.06,High,High School,7574,1,Low,Low
1343,16,Female,7,A,49.68,97.9,43.24,94.61,1,7,1,90.96,0,2,0,0,61.78,Medium,Graduate,7401,0,High,High
1344,10,Female,7,A,86.06,73.37,41.08,53.75,1,9,2,64.32,31,10,8,2,54.1,High,Post-Graduate,6813,0,High,High
1345,16,Male,9,A,31.54,54.06,97.72,28.0,1,12,2,91.58,31,7,8,1,80.06,Medium,Graduate,4907,1,Medium,High
1346,12,Male,7,A,77.58,90.26,95.99,94.69,1,2,2,90.22,40,0,7,3,84.77,Medium,High School,3973,2,Medium,High
1347,12,Male,9,B,82.16,74.65,90.44,95.0,1,3,2,74.34,41,10,9,2,82.27,Medium,High School,7970,2,Low,High
1348,16,Other,7,D,63.42,71.03,37.15,34.04,1,15,2,96.93,9,11,7,2,80.26,High,Graduate,2554,0,Medium,High
1349,17,Female,10,C,41.35,78.28,67.02,85.31,1,2,1,92.23,46,9,6,1,81.06,High,High School,4698,2,Medium,High
1350,14,Female,10,B,73.17,79.06,62.8,88.96,1,8,3,51.48,38,0,1,4,75.65,Low,Graduate,7577,1,Medium,High
1351,13,Male,6,B,92.83,59.44,36.25,48.45,1,18,2,94.99,30,12,4,4,60.7,Low,Graduate,9456,1,Low,High
1352,17,Female,7,B,95.19,53.54,55.82,32.76,1,11,1,77.06,20,18,8,0,80.28,High,Graduate,6183,1,Medium,Low
1353,16,Male,6,A,82.23,92.74,57.21,83.88,1,5,1,73.43,0,15,6,0,94.38,High,High School,6663,0,Low,High
1354,15,Female,9,C,48.46,59.78,39.25,22.26,1,3,2,97.87,38,5,5,0,50.85,Low,High School,5550,0,Medium,High
1355,11,Other,6,B,90.92,37.27,96.39,69.55,1,13,2,64.24,23,2,3,0,99.12,Medium,High School,7919,2,Low,High
1356,13,Other,7,B,92.22,61.73,59.42,47.36,1,0,0,71.94,32,9,8,0,98.64,High,Illiterate,3174,2,High,High
1357,13,Female,9,B,55.71,22.75,61.99,67.68,1,7,0,59.18,25,19,4,2,63.33,Medium,Post-Graduate,8916,1,Medium,High
1358,12,Female,9,A,42.81,77.87,67.89,83.11,1,18,3,93.6,36,12,6,1,71.21,High,Graduate,4258,3,Low,High
1359,13,Other,10,A,91.23,30.16,90.96,86.3,1,15,2,53.38,22,19,6,0,78.25,Medium,High School,5526,3,High,High
1360,16,Female,9,B,91.96,28.94,62.66,99.88,1,7,3,50.78,18,18,1,0,92.28,Medium,Post-Graduate,4262,0,High,High
1361,15,Male,9,A,37.06,95.71,63.28,71.22,1,4,0,57.59,17,17,7,1,53.05,High,High School,5617,0,Medium,High
1362,15,Female,6,C,97.69,81.8,39.22,37.88,1,7,3,81.67,45,17,3,1,61.34,High,Post-Graduate,9464,2,Medium,High
1363,10,Male,11,A,67.32,53.14,68.23,42.09,1,16,1,55.87,32,15,5,4,83.01,Low,Post-Graduate,3275,3,Medium,High
1364,15,Female,9,B,99.56,39.17,50.49,54.89,1,5,2,96.03,10,9,8,4,53.08,Medium,High School,6238,0,Medium,High
1365,17,Female,8,C,61.15,87.48,71.74,87.88,1,2,2,83.92,10,15,4,4,94.63,Medium,Graduate,7361,2,Medium,High
1366,15,Female,11,A,67.33,97.49,44.06,49.35,1,19,3,84.14,31,5,7,4,94.32,Low,Graduate,5129,3,Medium,High
1367,12,Male,10,B,48.63,60.67,77.26,75.06,1,10,0,98.63,34,13,4,4,54.93,High,High School,4853,2,High,High
1368,15,Male,10,D,92.93,66.41,69.51,23.61,1,12,3,52.87,28,14,6,2,70.77,Medium,High School,8194,1,High,High
1369,10,Female,9,D,61.06,39.44,57.96,54.4,0,18,1,82.64,2,12,0,1,75.51,High,Graduate,4416,3,High,Low
1370,11,Female,6,C,87.02,67.14,27.73,33.36,1,19,3,94.96,18,7,7,1,82.45,Medium,Graduate,4610,0,Medium,High
1371,16,Female,11,C,35.58,52.05,70.16,95.08,1,2,1,80.84,3,19,8,0,77.11,High,Graduate,6592,0,High,High
1372,12,Male,10,C,85.18,87.65,88.74,83.31,1,18,1,73.01,34,4,3,1,50.07,Low,High School,8397,0,Medium,High
1373,17,Other,10,A,64.32,50.17,33.69,31.1,1,19,0,51.15,34,3,0,3,56.47,Low,Graduate,4554,3,Medium,High
1374,11,Other,8,C,30.38,71.9,26.78,52.15,1,6,3,58.56,44,2,8,4,91.62,Medium,High School,6496,2,Medium,High
1375,12,Male,9,A,45.84,36.28,23.17,26.45,1,10,3,96.04,10,14,4,3,89.42,High,High School,9622,2,Medium,High
1376,14,Male,11,B,43.56,27.25,22.55,79.72,1,8,3,98.93,18,2,9,3,50.85,High,High School,8399,3,Medium,High
1377,13,Female,10,A,82.62,23.23,87.37,35.31,1,14,1,74.61,45,18,2,0,50.74,Low,High School,7306,1,High,High
1378,14,Female,10,A,63.4,53.25,78.21,84.35,1,11,1,94.93,49,10,0,3,92.56,High,High School,8913,2,High,Low
1379,15,Other,10,B,41.18,33.08,36.18,25.92,1,11,3,73.92,24,0,1,2,68.07,Low,Illiterate,6303,2,Low,High
1380,11,Female,10,D,47.98,99.48,93.37,65.84,1,5,1,57.96,19,7,7,3,70.34,Low,Illiterate,4403,2,Medium,High
1381,15,Female,6,A,65.29,83.87,30.83,68.66,1,16,3,54.27,20,3,5,4,97.21,Medium,Graduate,8704,0,High,High
1382,13,Female,7,A,31.37,75.47,49.93,46.75,1,17,3,91.64,10,2,8,0,94.85,Low,Graduate,8476,0,Medium,High
1383,12,Male,8,B,59.69,84.27,56.17,33.14,1,8,3,96.9,15,2,3,2,69.53,Low,High School,9507,2,Medium,High
1384,13,Male,6,C,77.46,41.02,26.07,45.91,1,10,1,70.49,25,0,3,2,89.93,High,Post-Graduate,9748,2,High,High
1385,10,Female,8,B,66.24,90.34,47.8,59.64,1,18,2,56.34,9,17,2,0,72.68,High,Post-Graduate,5037,3,High,High
1386,13,Female,10,D,71.87,99.65,28.15,97.53,1,9,3,92.34,6,5,9,3,71.48,High,Post-Graduate,6868,0,Low,High
1387,10,Female,8,C,52.86,43.19,83.18,55.76,0,10,3,67.15,4,18,6,1,50.97,Medium,High School,9264,3,Low,High
1388,13,Female,9,D,42.82,98.77,23.75,35.15,0,5,0,74.36,0,15,0,4,89.68,High,Post-Graduate,7415,2,High,High
1389,16,Male,9,A,86.68,45.63,21.37,22.07,1,8,1,99.66,29,16,0,3,90.38,High,Post-Graduate,5426,2,High,Low
1390,10,Female,7,D,93.39,20.94,78.6,20.66,1,15,2,83.9,39,7,9,4,88.22,High,Graduate,9242,0,Medium,High
1391,11,Male,7,D,65.75,49.38,82.47,53.34,1,2,2,86.09,23,5,3,4,98.25,High,Post-Graduate,6077,3,Medium,High
1392,15,Male,8,B,51.35,99.8,59.65,43.7,1,15,2,64.07,44,6,2,3,52.39,High,Post-Graduate,4141,1,Medium,High
1393,17,Female,6,C,65.78,70.81,45.43,29.21,1,17,1,62.85,19,3,0,3,98.35,High,Graduate,7258,0,Medium,High
1394,15,Female,6,A,91.53,75.64,38.92,33.77,1,18,1,64.69,26,12,7,2,92.92,High,Graduate,7484,0,Medium,High
1395,14,Other,10,A,78.4,39.07,29.36,47.99,1,15,3,79.9,37,11,3,0,55.88,High,High School,8744,3,Medium,High
1396,15,Male,6,A,90.1,31.67,58.74,74.93,1,3,3,96.87,48,14,2,4,52.11,High,High School,7013,2,High,High
1397,12,Female,7,C,52.99,90.84,59.29,68.77,1,4,3,84.27,14,18,0,3,51.03,Medium,Graduate,4194,2,Low,High
1398,16,Male,6,C,79.84,53.07,56.48,26.4,1,9,2,64.37,24,3,2,2,55.84,Medium,Graduate,9021,1,Medium,High
1399,13,Male,10,D,75.71,20.33,82.26,31.44,1,18,2,82.09,46,9,2,0,90.98,Medium,Post-Graduate,4065,2,Medium,High
1400,14,Female,9,D,70.01,43.54,27.98,92.67,1,18,3,56.95,37,6,1,3,68.52,Low,High School,3450,1,High,High
1401,12,Female,6,C,66.98,35.66,73.6,25.69,1,2,3,71.35,6,13,0,1,81.08,Medium,Post-Graduate,7741,1,High,High
1402,12,Female,6,A,68.57,68.3,52.13,35.91,1,7,2,94.43,32,11,4,2,69.69,Medium,Post-Graduate,9377,0,Medium,High
1403,10,Male,7,C,89.48,80.49,39.28,45.44,1,18,3,62.45,10,9,0,2,78.58,Low,Graduate,7484,3,Medium,High
1404,15,Female,8,B,94.12,59.8,74.53,38.41,1,16,2,77.91,44,6,2,4,63.91,Medium,High School,9365,1,High,High
1405,11,Male,9,C,37.9,34.87,35.81,43.27,1,0,1,53.85,12,7,4,4,94.92,Medium,High School,8394,3,Medium,High
1406,17,Female,8,C,69.81,24.64,38.47,78.22,0,12,2,54.38,47,5,0,2,80.92,Medium,Graduate,3352,1,Medium,High
1407,11,Male,10,A,94.29,45.08,99.88,27.6,1,10,2,53.45,3,16,7,3,73.27,Medium,High School,7897,2,Medium,High
1408,14,Male,10,D,39.43,84.48,91.09,48.18,1,11,3,60.49,47,17,0,0,63.85,Medium,High School,5358,0,Medium,High
1409,16,Female,8,B,58.9,53.56,75.77,68.94,1,1,1,72.78,48,6,8,1,64.83,High,Graduate,2464,1,Medium,High
1410,11,Other,7,B,36.24,40.18,45.26,23.91,0,9,3,95.74,29,0,7,3,84.8,Medium,Graduate,2566,2,High,High
1411,13,Male,11,B,37.94,21.66,62.94,23.54,1,8,0,67.41,47,6,4,1,70.5,Medium,Illiterate,6097,1,Medium,High
1412,11,Male,7,C,93.29,59.68,30.13,59.89,1,15,0,81.58,34,19,1,2,78.24,High,High School,5127,2,Medium,Low
1413,14,Female,11,A,61.23,74.79,46.72,91.99,1,3,1,77.8,20,12,9,4,99.37,Medium,Graduate,5454,1,Low,Low
1414,17,Male,11,C,78.21,35.23,25.44,55.58,1,15,3,57.27,2,5,8,3,65.8,Medium,High School,2030,2,Low,High
1415,11,Male,7,D,39.72,62.98,68.83,52.53,1,3,3,73.75,5,14,5,1,70.48,High,Graduate,8291,1,Low,High
1416,13,Male,11,A,31.54,53.66,88.6,20.81,1,6,2,57.0,38,17,2,4,66.08,High,High School,9474,1,Medium,High
1417,10,Male,11,B,92.33,76.32,84.76,78.62,1,14,1,65.46,38,5,2,3,54.49,High,High School,7045,1,Medium,High
1418,16,Other,11,C,70.22,88.85,88.49,33.13,1,10,1,55.04,44,17,0,0,97.01,Medium,Graduate,7370,3,Medium,High
1419,14,Female,9,A,31.4,44.56,33.97,75.88,1,9,1,60.83,2,1,2,1,87.52,High,High School,7237,0,Medium,High
1420,10,Female,10,C,99.46,92.38,72.01,47.88,1,9,3,68.59,15,16,8,3,80.67,Medium,Graduate,6390,3,Low,High
1421,10,Other,11,A,64.45,76.56,96.54,23.6,1,5,2,81.23,10,12,5,4,51.2,High,High School,2358,3,Medium,High
1422,10,Female,10,B,63.31,22.97,82.66,46.23,1,19,1,56.89,7,18,2,2,91.66,Low,High School,6390,3,Medium,High
1423,12,Male,10,D,73.46,83.3,20.27,72.76,0,4,1,79.74,25,19,0,0,53.59,Medium,High School,4527,1,Medium,Low
1424,16,Male,9,D,30.55,59.57,90.58,81.47,1,19,2,62.13,45,14,0,4,56.44,High,High School,2381,1,High,High
1425,17,Male,10,C,69.84,95.64,76.46,70.84,1,0,2,53.31,9,3,5,1,54.36,Medium,Graduate,9249,0,Medium,High
1426,15,Male,8,B,74.06,45.89,29.76,76.88,1,14,0,95.89,32,18,9,1,57.32,Low,Graduate,3210,3,High,Low
1427,16,Other,6,C,50.79,67.3,45.11,38.87,1,13,3,52.53,33,12,7,3,81.88,Low,High School,6592,3,High,High
1428,12,Female,9,C,80.88,96.49,29.4,97.22,1,3,0,92.1,28,12,9,1,54.06,Medium,High School,6392,2,High,Low
1429,15,Male,6,A,56.42,41.69,78.38,38.15,1,11,2,85.97,18,12,5,0,81.74,Low,Post-Graduate,7511,3,Low,High
1430,16,Female,8,A,80.24,57.76,20.28,33.61,1,14,1,64.54,24,5,0,3,88.83,Medium,Graduate,6286,3,High,High
1431,10,Female,7,A,40.07,80.2,57.16,39.98,1,16,0,85.89,21,0,1,3,72.91,Medium,Graduate,3602,0,Medium,High
1432,14,Other,7,B,93.96,75.29,99.98,97.76,1,15,2,63.14,26,14,1,4,81.92,Medium,High School,4953,2,Low,High
1433,15,Female,11,B,91.56,87.1,88.09,25.2,1,14,0,89.7,38,17,6,1,67.69,High,Post-Graduate,5089,2,Medium,Low
1434,13,Female,7,C,40.54,61.58,66.98,81.88,1,7,0,55.03,41,5,5,4,87.37,Medium,High School,9931,2,Low,High
1435,13,Female,9,A,95.69,45.51,75.51,28.42,1,11,3,51.61,37,6,3,0,99.35,High,Graduate,9531,2,Medium,High
1436,11,Female,7,B,69.04,62.81,68.29,81.86,1,17,2,56.91,14,9,1,1,67.01,High,Illiterate,9921,3,Medium,High
1437,15,Female,9,C,79.12,48.0,84.87,42.16,1,13,1,85.95,26,10,9,1,80.46,High,Illiterate,7312,0,Medium,Low
1438,14,Male,9,B,88.82,34.11,90.88,78.13,1,1,0,98.38,16,7,1,1,98.58,Medium,High School,8864,3,High,Low
1439,17,Male,6,C,35.85,64.4,81.33,23.92,1,11,0,82.65,0,0,1,3,51.59,Medium,Post-Graduate,6194,3,Low,High
1440,12,Female,7,D,41.85,23.87,34.56,46.77,1,1,2,93.84,6,15,5,2,63.97,Medium,Graduate,2653,3,High,High
